property_address,property_ward,violation_fire_code,violation_description,number_of_violations
181 Wynford Dr,NA,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),24
181 Wynford Dr,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),24
181 Wynford Dr,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),24
181 Wynford Dr,NA,1.1.2.1./6.3.2.4.,1.1.2.1./6.3.2.4. Records of Test (Voice Communication),24
181 Wynford Dr,NA,1.1.2.1./6.4.3.7.(1),1.1.2.1./6.4.3.7.(1) Records of Test (Standpipe - FD Connections),24
181 Wynford Dr,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),24
181 Wynford Dr,NA,1.1.2.1./6.5.5.7.,1.1.2.1./6.5.5.7. Records of Test (Electrical Supervision),24
181 Wynford Dr,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),24
181 Wynford Dr,NA,1.1.2.1./6.6.5.6.,1.1.2.1./6.6.5.6. Records of Test (Hydrant Water Flow),24
181 Wynford Dr,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),24
181 Wynford Dr,NA,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),24
181 Wynford Dr,NA,2.2.2.1,2.2.2.1 Damaged fire separations,24
181 Wynford Dr,NA,2.2.3.2,2.2.3.2 Maintenance of closures,24
181 Wynford Dr,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,24
181 Wynford Dr,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,24
181 Wynford Dr,NA,2.8.2.5 (1),2.8.2.5 (1) Posting fire emergency procedures,24
181 Wynford Dr,NA,2.8.3.4,2.8.3.4 Records,24
181 Wynford Dr,NA,6.3.1.2,6.3.1.2 Monitoring,24
181 Wynford Dr,NA,6.5.5.5,6.5.5.5 Water supply,24
181 Wynford Dr,NA,9.6.3.6,9.6.3.6 Exit signs,24
1 Benvenuto Pl,NA,2.2.2.1,2.2.2.1 Damaged fire separations,20
1 Benvenuto Pl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,20
1 Benvenuto Pl,NA,2.2.3.3,2.2.3.3 Operation of closures,20
1 Benvenuto Pl,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,20
1 Benvenuto Pl,NA,6.5.1.5 (1),6.5.1.5 (1) Obstructions,20
18 Lower Village Gt,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,4
18 Lower Village Gt,NA,6.5.1.1,"6.5.1.1 Repair, replacement, alterations, inspection, testing and maintenance",4
18 Lower Village Gt,NA,9.6.4.2,9.6.4.2 Automatic detection,4
19 Lower Village Gt,NA,2.2.2.1,2.2.2.1 Damaged fire separations,10
19 Lower Village Gt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,10
1730 Eglinton Ave E,NA,2.2.3.2,2.2.3.2 Maintenance of closures,11
1730 Eglinton Ave E,NA,7.2.2.1,7.2.2.1 Testing,11
32 Forest Manor Rd,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",7
32 Forest Manor Rd,NA,2.2.3.1,2.2.3.1 Damaged closures,7
32 Forest Manor Rd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,7
32 Forest Manor Rd,NA,2.2.3.3,2.2.3.3 Operation of closures,7
205 Cosburn Ave,NA,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),21
205 Cosburn Ave,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),21
205 Cosburn Ave,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),21
205 Cosburn Ave,NA,1.1.2.1./6.3.3.8.,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms),21
205 Cosburn Ave,NA,1.1.2.1./6.3.4.8,1.1.2.1./6.3.4.8 Records of Test (Carbon Monoxide Alarms),21
205 Cosburn Ave,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),21
205 Cosburn Ave,NA,1.1.2.1./6.5.5.5.,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test),21
205 Cosburn Ave,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),21
205 Cosburn Ave,NA,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),21
205 Cosburn Ave,NA,2.2.2.1,2.2.2.1 Damaged fire separations,21
205 Cosburn Ave,NA,2.2.3.2,2.2.3.2 Maintenance of closures,21
205 Cosburn Ave,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,21
205 Cosburn Ave,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,21
205 Cosburn Ave,NA,2.7.2.1,2.7.2.1 Door release hardware,21
205 Cosburn Ave,NA,2.7.2.1,2.7.2.1 Door release hardware,21
205 Cosburn Ave,NA,2.7.3.2 (1),2.7.3.2 (1) Exit Signs,21
205 Cosburn Ave,NA,2.8.2.1,2.8.2.1 Measures in a fire safety plan,21
205 Cosburn Ave,NA,6.5.1.5 (1),6.5.1.5 (1) Obstructions,21
205 Cosburn Ave,NA,9.6.3.6,9.6.3.6 Exit signs,21
205 Cosburn Ave,NA,9.6.4.2,9.6.4.2 Automatic detection,21
205 Cosburn Ave,NA,9.6.5.6,9.6.5.6 Firefighters' elevators,21
25 Cosburn Ave,NA,6.4.2.3,6.4.2.3 Hose stations,4
25 Cosburn Ave,NA,9.6.3.6,9.6.3.6 Exit signs,4
60 Stevenson Rd,1,2.2.2.1,2.2.2.1 Damaged fire separations,7
60 Stevenson Rd,1,2.2.3.2,2.2.3.2 Maintenance of closures,7
60 Stevenson Rd,1,2.4.1.1,2.4.1.1 Accumulation of combustible materials,7
140 Carlton St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,22
140 Carlton St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,22
140 Carlton St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,22
140 Carlton St,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,22
140 Carlton St,NA,5.6.2.4,5.6.2.4 Indoor storage of flammable compressed gases,22
140 Carlton St,NA,6.3.1.4,6.3.1.4 Fire Alarm Maintenance,22
140 Carlton St,NA,6.3.2.1,6.3.2.1 Obligation to ensure compliance,22
140 Carlton St,NA,6.3.2.2,6.3.2.2 Fire alarm systems,22
140 Carlton St,NA,9.6.2.15,9.6.2.15 Storage garages,22
140 Carlton St,NA,9.6.2.15,9.6.2.15 Storage garages,22
140 Carlton St,NA,9.6.3.6,9.6.3.6 Exit signs,22
650 Kingston Rd,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,1
311 Richmond St E,NA,2.2.2.1,2.2.2.1 Damaged fire separations,12
311 Richmond St E,NA,2.2.3.2.(1),2.2.3.2.(1) - Maintenance of closures,12
730 Ontario St,NA,2.2.2.1,2.2.2.1 Damaged fire separations,13
730 Ontario St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,13
730 Ontario St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,13
730 Ontario St,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,13
730 Ontario St,NA,6.3.1.2,6.3.1.2 Monitoring,13
730 Ontario St,NA,6.4.2.6. (1),B.6.4.2.6.(1) STANDPIPE IDENTIFICATION,13
68 Shuter St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,12
68 Shuter St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,12
68 Shuter St,NA,2.4.1.3,2.4.1.3 Waste receptacles,12
68 Shuter St,NA,6.2.1.2,6.2.1.2 Maintenance,12
250 Jarvis St,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",14
250 Jarvis St,NA,2.2.2.1,2.2.2.1 Damaged fire separations,14
250 Jarvis St,NA,2.2.3.1,2.2.3.1 Damaged closures,14
250 Jarvis St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,14
250 Jarvis St,NA,9.6.2.5,9.6.2.5 Fire separations between dwelling units and corridors,14
298 Jarvis St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,5
298 Jarvis St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,5
298 Jarvis St,NA,2.7.3.2 (1),2.7.3.2 (1) Exit Signs,5
298 Jarvis St,NA,2.8.3.2,2.8.3.2 Frequency,5
298 Jarvis St,NA,6.5.6.5,6.5.6.5 Spare sprinkler heads,5
592 Sherbourne St,NA,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),13
592 Sherbourne St,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),13
592 Sherbourne St,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),13
592 Sherbourne St,NA,1.1.2.1./6.3.2.4.,1.1.2.1./6.3.2.4. Records of Test (Voice Communication),13
592 Sherbourne St,NA,1.1.2.1./6.3.3.8.,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms),13
592 Sherbourne St,NA,1.1.2.1./6.4.3.2.,1.1.2.1./6.4.3.2. Records of Test (Standpipe - Hydrostatic),13
592 Sherbourne St,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),13
592 Sherbourne St,NA,1.1.2.1./6.5.5.4.,1.1.2.1./6.5.5.4. Records of Test (Dry Pipe Trip Test),13
592 Sherbourne St,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),13
592 Sherbourne St,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),13
592 Sherbourne St,NA,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),13
592 Sherbourne St,NA,1.1.2.1./7.3.1.2.,1.1.2.1./7.3.1.2. Records of Test (Smoke Control),13
592 Sherbourne St,NA,9.6.2.15,9.6.2.15 Storage garages,13
323 Richmond St E,NA,2.2.2.1,2.2.2.1 Damaged fire separations,7
323 Richmond St E,NA,2.2.3.2,2.2.3.2 Maintenance of closures,7
323 Richmond St E,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,7
323 Richmond St E,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,7
323 Richmond St E,NA,2.7.3.2 (1),2.7.3.2 (1) Exit Signs,7
323 Richmond St E,NA,6.3.1.4,6.3.1.4 Fire Alarm Maintenance,7
323 Richmond St E,NA,6.5.1.5 (1),6.5.1.5 (1) Obstructions,7
225 Sackville St,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),15
225 Sackville St,NA,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),15
225 Sackville St,NA,2.2.2.1,2.2.2.1 Damaged fire separations,15
225 Sackville St,NA,2.2.3.2,2.2.3.2 Maintenance of closures,15
225 Sackville St,NA,2.2.3.3,2.2.3.3 Operation of closures,15
225 Sackville St,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,15
225 Sackville St,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,15
225 Sackville St,NA,6.5.1.5 (1),6.5.1.5 (1) Obstructions,15
145 Strathmore Blvd,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),10
145 Strathmore Blvd,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),10
145 Strathmore Blvd,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),10
145 Strathmore Blvd,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),10
145 Strathmore Blvd,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),10
145 Strathmore Blvd,NA,1.1.2.3./6.4.3.5.,1.1.2.3./6.4.3.5. Records of Test (Flow and Pressure Tests),10
145 Strathmore Blvd,NA,6.3.1.4,6.3.1.4 Fire Alarm Maintenance,10
1544 Dundas St W,9,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),9
1544 Dundas St W,9,2.2.3.2,2.2.3.2 Maintenance of closures,9
1544 Dundas St W,9,2.4.6.1,2.4.6.1 Electrical wiring,9
1544 Dundas St W,9,CH 470 - S.6,CH 470 - S.6,9
10 Glen Everest Rd,NA,7.2.5.1,7.2.5.1 Maintenance of certain fire emergency systems,5
263 Dixon Rd,NA,2.8.2.1,2.8.2.1 Measures in a fire safety plan,5
20 Shallmar Blvd,8,1.1.1.2,"1.1.1.2 Check, inspect and test",8
20 Shallmar Blvd,8,1.1.2.1./6.3.3.8.,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms),8
20 Shallmar Blvd,8,1.1.2.1./6.3.4.8,1.1.2.1./6.3.4.8 Records of Test (Carbon Monoxide Alarms),8
20 Shallmar Blvd,8,2.2.3.1,2.2.3.1 Damaged closures,8
20 Shallmar Blvd,8,2.2.3.2,2.2.3.2 Maintenance of closures,8
20 Shallmar Blvd,8,2.2.3.3,2.2.3.3 Operation of closures,8
55 Harrison Garden Blvd,NA,7.3.1.1,7.3.1.1 Maintenance of certain fire emergency systems,14
3151 Bridletowne Crcl,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",8
3151 Bridletowne Crcl,NA,1.1.2.1,1.1.2.1 Records to be prepared,8
3151 Bridletowne Crcl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,8
3151 Bridletowne Crcl,NA,2.7.3.2,2.7.3.2 Exit Signs,8
50 Carabob Crt,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",9
50 Carabob Crt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,9
50 Carabob Crt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,9
50 Carabob Crt,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,9
3088 Kennedy Rd,NA,1.1.2.1,1.1.2.1 Records to be prepared,2
3088 Kennedy Rd,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,2
365 Bay Mills Blvd,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",4
365 Bay Mills Blvd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,4
25 Bay Mills Blvd,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",2
25 Bay Mills Blvd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,2
375 Bay Mills Blvd,NA,2.2.1.1,2.2.1.1 Damaged fire separations,4
375 Bay Mills Blvd,NA,2.2.2.1,2.2.2.1 Damaged fire separations,4
375 Bay Mills Blvd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,4
375 Bay Mills Blvd,NA,CH 470 - S.7,CH 470 - S.7,4
2 Fieldway Rd,3,2.2.3.2,2.2.3.2 Maintenance of closures,5
2 Fieldway Rd,3,2.4.1.1,2.4.1.1 Accumulation of combustible materials,5
2 Fieldway Rd,3,6.2.4.1,6.2.4.1 Where portable extinguishers required,5
2 Fieldway Rd,3,6.5.1.5,6.5.1.5 Obstructions,5
2 Fieldway Rd,3,6.5.1.5,6.5.1.5 Obstructions,5
2050 Bridletowne Crcl,NA,1.1.2.1,1.1.2.1 Records to be prepared,14
2050 Bridletowne Crcl,NA,1.1.2.1./6.5.5.4.,1.1.2.1./6.5.5.4. Records of Test (Dry Pipe Trip Test),14
2050 Bridletowne Crcl,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),14
2050 Bridletowne Crcl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,14
2050 Bridletowne Crcl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,14
2050 Bridletowne Crcl,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,14
2050 Bridletowne Crcl,NA,2.8.3.4,2.8.3.4 Records,14
2050 Bridletowne Crcl,NA,CH 470 - S.6,CH 470 - S.6,14
2350 Bridletowne Crcl,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",8
2350 Bridletowne Crcl,NA,1.1.2.3./6.6.5.6.,1.1.2.3./6.6.5.6. Records of Test (Hydrant Water Flow),8
2350 Bridletowne Crcl,NA,2.2.2.1,2.2.2.1 Damaged fire separations,8
2350 Bridletowne Crcl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,8
2350 Bridletowne Crcl,NA,6.5.1.5 (1),6.5.1.5 (1) Obstructions,8
10 Carabob Crt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,7
10 Carabob Crt,NA,6.4.3.7,6.4.3.7. Fire Department Connections,7
10 Carabob Crt,NA,CH 470 - S.6,CH 470 - S.6,7
2250 Kennedy Rd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,1
1700 Finch Ave E,NA,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),13
1700 Finch Ave E,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),13
1700 Finch Ave E,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),13
1700 Finch Ave E,NA,1.1.2.1./6.3.3.8.,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms),13
1700 Finch Ave E,NA,1.1.2.1./6.4.3.7.(1),1.1.2.1./6.4.3.7.(1) Records of Test (Standpipe - FD Connections),13
1700 Finch Ave E,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),13
1700 Finch Ave E,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),13
1700 Finch Ave E,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),13
1700 Finch Ave E,NA,2.2.3.2,2.2.3.2 Maintenance of closures,13
1700 Finch Ave E,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,13
1700 Finch Ave E,NA,6.2.7.2,6.2.7.2 Examination,13
19 Singer Crt,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",15
19 Singer Crt,NA,2.2.2.1,2.2.2.1 Damaged fire separations,15
19 Singer Crt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,15
19 Singer Crt,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,15
19 Singer Crt,NA,2.5.1.2. (2),B.2.5.1.2.(2) FIRE DEPARTMENT ACCESS STANDPIPE/SPRINKLER,15
19 Singer Crt,NA,6.5.5.3,6.5.5.3 Water flow alarm tests,15
19 Singer Crt,NA,6.6.5.6,6.6.5.6 Hydrant water flow,15
19 Singer Crt,NA,9.6.3.6,9.6.3.6 Exit signs,15
15 Singer Crt,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",7
15 Singer Crt,NA,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),7
15 Singer Crt,NA,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),7
15 Singer Crt,NA,2.2.3.2,2.2.3.2 Maintenance of closures,7
15 Singer Crt,NA,2.4.1.1,2.4.1.1 Accumulation of combustible materials,7
15 Singer Crt,NA,2.8.3.2,2.8.3.2 Frequency,7
644 Sheppard Ave E,NA,1.1.2.1,1.1.2.1 Records to be prepared,18
644 Sheppard Ave E,NA,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),18
644 Sheppard Ave E,NA,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),18
644 Sheppard Ave E,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),18
644 Sheppard Ave E,NA,1.1.2.1./6.3.3.8.,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms),18
644 Sheppard Ave E,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),18
644 Sheppard Ave E,NA,2.2.2.1,2.2.2.1 Damaged fire separations,18
644 Sheppard Ave E,NA,2.2.3.2,2.2.3.2 Maintenance of closures,18
644 Sheppard Ave E,NA,2.7.3.3,2.7.3.3 Emergency lighting,18
644 Sheppard Ave E,NA,6.3.1.2,6.3.1.2 Monitoring,18
644 Sheppard Ave E,NA,CH 470 - S.7,CH 470 - S.7,18
95 Havenbrook Blvd,NA,2.2.2.1,2.2.2.1 Damaged fire separations,12
95 Havenbrook Blvd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,12
95 Havenbrook Blvd,NA,2.8.3.2,2.8.3.2 Frequency,12
95 Havenbrook Blvd,NA,6.2.1.2,6.2.1.2 Maintenance,12
95 Havenbrook Blvd,NA,6.2.7.2,6.2.7.2 Examination,12
95 Havenbrook Blvd,NA,7.2.2.1,7.2.2.1 Testing,12
127 Queen St E,NA,6.3.1.4,6.3.1.4 Fire Alarm Maintenance,5
170 Bayview Ave,NA,2.8.1.2,2.8.1.2 Instructions in emergency procedures,5
125 Parkway Forest Dr,NA,2.2.2.1,2.2.2.1 Damaged fire separations,2
125 Parkway Forest Dr,NA,2.2.3.2,2.2.3.2 Maintenance of closures,2
1300 York Mills Rd,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",17
1300 York Mills Rd,NA,1.1.2.1./6.3.2.2.,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm),17
1300 York Mills Rd,NA,2.2.2.1,2.2.2.1 Damaged fire separations,17
1300 York Mills Rd,NA,2.2.3.1,2.2.3.1 Damaged closures,17
1300 York Mills Rd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,17
1300 York Mills Rd,NA,2.7.1.7,2.7.1.7 Maintenance and lighting for exits,17
1300 York Mills Rd,NA,6.5.6.2,6.5.6.2 Valve access,17
2330 Bridletowne Crcl,NA,1.1.2.3./6.5.5.4.,1.1.2.3./6.5.5.4. Records of Test (Dry Pipe Trip Test),17
2330 Bridletowne Crcl,NA,2.2.2.1,2.2.2.1 Damaged fire separations,17
2330 Bridletowne Crcl,NA,2.2.3.2,2.2.3.2 Maintenance of closures,17
2330 Bridletowne Crcl,NA,2.2.3.5,2.2.3.5 Inspection of fire dampers and fire-stop flaps,17
2330 Bridletowne Crcl,NA,6.2.4.1,6.2.4.1 Where portable extinguishers required,17
2330 Bridletowne Crcl,NA,9.6.4.2,9.6.4.2 Automatic detection,17
3050 Pharmacy Ave,NA,1.1.1.2,"1.1.1.2 Check, inspect and test",8
3050 Pharmacy Ave,NA,2.2.3.2,2.2.3.2 Maintenance of closures,8
3050 Pharmacy Ave,NA,2.8.2.5 (1),2.8.2.5 (1) Posting fire emergency procedures,8
3050 Pharmacy Ave,NA,6.3.1.2,6.3.1.2 Monitoring,8
3050 Pharmacy Ave,NA,6.5.1.5,6.5.1.5 Obstructions,8
3050 Pharmacy Ave,NA,6.6.3.3,6.6.3.3 Inspection of fire pumps,8
3110 Sheppard Ave E,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),6
3110 Sheppard Ave E,NA,2.5.1.4,2.5.1.4 Signs,6
3110 Sheppard Ave E,NA,6.2.1.3 (2),6.2.1.3 (2) Location,6
3110 Sheppard Ave E,NA,6.6.3.3,6.6.3.3 Inspection of fire pumps,6
151 Village Green Sq,NA,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),8
151 Village Green Sq,NA,1.1.2.1./7.3.1.2.,1.1.2.1./7.3.1.2. Records of Test (Smoke Control),8
151 Village Green Sq,NA,2.2.3.2,2.2.3.2 Maintenance of closures,8
151 Village Green Sq,NA,2.8.3.4,2.8.3.4 Records,8
151 Village Green Sq,NA,6.4.2.5,6.4.2.5 Hose,8
270 Palmdale Dr,NA,1.1.2.1,1.1.2.1 Records to be prepared,15
270 Palmdale Dr,NA,1.1.2.1./6.5.5.4.,1.1.2.1./6.5.5.4. Records of Test (Dry Pipe Trip Test),15
270 Palmdale Dr,NA,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),15
270 Palmdale Dr,NA,2.2.3.2,2.2.3.2 Maintenance of closures,15
270 Palmdale Dr,NA,2.5.1.2. (2),B.2.5.1.2.(2) FIRE DEPARTMENT ACCESS STANDPIPE/SPRINKLER,15
270 Palmdale Dr,NA,2.8.2.1,2.8.2.1 Measures in a fire safety plan,15
270 Palmdale Dr,NA,6.2.7.1,"6.2.7.1 Inspection, Testing and Maintenance",15
270 Palmdale Dr,NA,6.6.3.3,6.6.3.3 Inspection of fire pumps,15
20 Stonehill Crt,NA,1.1.2.1./7.3.1.2.,1.1.2.1./7.3.1.2. Records of Test (Smoke Control),3
20 Stonehill Crt,NA,2.7.3.2 (1),2.7.3.2 (1) Exit Signs,3
20 Stonehill Crt,NA,6.4.2.6. (1),B.6.4.2.6.(1) STANDPIPE IDENTIFICATION,3
181 Village Green Sq,NA,4.3.13.5,4.3.13.5 Placards,7
181 Village Green Sq,NA,6.4.2.5,6.4.2.5 Hose,7
99 Tyndall Ave,4,2.2.2.1,2.2.2.1 Damaged fire separations,3
99 Tyndall Ave,4,2.4.1.1,2.4.1.1 Accumulation of combustible materials,3
99 Tyndall Ave,4,9.6.2.6,9.6.2.6 Protection of openings in fire separations,3
75 Havenbrook Blvd,NA,1.1.2.1,1.1.2.1 Records to be prepared,25
75 Havenbrook Blvd,NA,2.2.2.1,2.2.2.1 Damaged fire separations,25
75 Havenbrook Blvd,NA,2.2.3.2,2.2.3.2 Maintenance of closures,25
75 Havenbrook Blvd,NA,2.7.3.3,2.7.3.3 Emergency lighting,25
75 Havenbrook Blvd,NA,6.3.1.2,6.3.1.2 Monitoring,25
75 Havenbrook Blvd,NA,6.4.1.3,6.4.1.3 Fire department connections,25
75 Havenbrook Blvd,NA,6.5.5.2,6.5.5.2 Alarm testing,25
75 Havenbrook Blvd,NA,6.6.3.3,6.6.3.3 - Inspection of fire pumps,25
75 Havenbrook Blvd,NA,7.2.2.1,7.2.2.1 Testing,25
75 Havenbrook Blvd,NA,CH 470 - S.7,CH 470 - S.7,25
15 Tobermory Dr,7,1.1.2.1./2.7.3.3.(3),1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting),10
15 Tobermory Dr,7,1.1.2.1./6.2.7.5.,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers),10
15 Tobermory Dr,7,1.1.2.1./6.3.2.4.,1.1.2.1./6.3.2.4. Records of Test (Voice Communication),10
15 Tobermory Dr,7,1.1.2.1./6.4.3.3.,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection),10
15 Tobermory Dr,7,1.1.2.1./6.5.5.3.,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test),10
15 Tobermory Dr,7,1.1.2.1./6.5.5.4.,1.1.2.1./6.5.5.4. Records of Test (Dry Pipe Trip Test),10
15 Tobermory Dr,7,1.1.2.1./6.6.3.5.,1.1.2.1./6.6.3.5. Records of Test (Fire Pump),10
15 Tobermory Dr,7,1.1.2.1./6.7.1.1.,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems),10
15 Tobermory Dr,7,1.1.2.1./7.2.2.1.,1.1.2.1./7.2.2.1. Records of Test (Elevator),10
